,actual,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own,topic,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction
Texas,0,0.0,0.12121212121212123,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.15151515151515152,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.15151515151515152,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.060606060606060615,0.0,0.18181818181818185,0.0,0.060606060606060615,0.0,0.18181818181818185,0.0,0.09090909090909093,33,0.3636363636363637,state,0.6166666666666668,0.2579809424485975,0.15000000000000002,0.4000000000000002,0.6999999999999996,0.8599999999999997,1.0,0.8609090909090905,0.1669648847131419,0.5,0.75,1.0,1.0,1.0,0.5943092698674096,-0.2292911370915644,-0.6593579230974992,3.153667034701059,0.2504075015471593,0.3636363636363635,0,0,0.0,0,0,0,0
The Berlin Wall was constructed by East Germany,1,0.0,0.20512820512820512,0.0,0.20512820512820512,0.0,0.2307692307692308,0.0,0.07692307692307693,0.0,0.10256410256410256,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.2307692307692308,0.05128205128205128,0.05128205128205128,0.0,0.2564102564102564,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.10256410256410256,0.0,0.02564102564102564,39,0.8461538461538461,trivia_Berlin,0.6389743589743591,0.18342924739234048,0.20000000000000007,0.5,0.6700000000000007,0.75,0.9699999999999994,0.7128205128205131,0.15590058772295134,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-1.9964275152283049,-0.3893152279142221,0.30302979361857524,2.6980194783534617,1.881492310892674,0.1538461538461539,0,0,0.0,3,0,1,1
The Crimean War was fought before the Boer Wars,1,0.0,0.1282051282051282,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.6153846153846154,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,39,0.5384615384615384,trivia_Boer,0.5169230769230768,0.1342259259244777,0.0,0.5,0.5,0.5549999999999998,0.8000000000000005,0.5820512820512819,0.13547537137174812,0.5,0.5,0.5,0.6000000000000003,1.0,-0.16054535047329546,-1.260700692989971,1.6820591164169356,2.9926924969738056,2.5369727133067626,0.4615384615384615,4,12,0.0,0,11,1,1
The Empire State Building has its own zip code.,1,0.0,0.2564102564102564,0.0,0.20512820512820512,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.07692307692307693,0.0,0.20512820512820512,0.02564102564102564,0.10256410256410256,0.05128205128205128,0.20512820512820512,0.0,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.0,39,0.4871794871794872,trivia_zip,0.5928205128205128,0.2088936863567927,0.0,0.5,0.6000000000000003,0.6999999999999995,0.95,0.6871794871794875,0.14721893324227428,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.05337410177873349,-0.4924341751147392,0.441264383466764,2.9816019008126915,0.6633509458958071,0.4871794871794869,0,19,19.0,15,19,1,0
The Faroe Islands are an Icelandic territory.,0,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.41025641025641024,0.05128205128205128,0.1794871794871795,0.0,0.10256410256410256,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,39,0.5641025641025641,trivia_faroe,0.5071794871794872,0.15101322211105114,0.0,0.5,0.5,0.59,0.8999999999999994,0.5769230769230768,0.1202224658520468,0.5,0.5,0.5,0.6000000000000003,1.0,-0.26900266402535017,-0.7826275577112591,1.716100858852912,2.982422409811931,1.5646478359430207,0.43589743589743607,0,7,17.0,0,7,1,1
The Indian Ocean is the third largest ocean in the world,1,0.0,0.2307692307692308,0.0,0.1282051282051282,0.0,0.2307692307692308,0.0,0.1282051282051282,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.38461538461538464,0.0,0.10256410256410256,0.02564102564102564,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.0,0.0,0.02564102564102564,0.0,39,0.6923076923076923,trivia_Ocean,0.5994871794871797,0.16498721988701376,0.0,0.5,0.6000000000000003,0.7100000000000006,0.95,0.6948717948717944,0.1555105647937885,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-0.8670439889603682,-0.9031394888181654,0.2665800925349819,2.782340857314579,2.1834853924311366,0.3076923076923078,4,9,0.0,9,10,1,1
The Iron Age comes after the Bronze Age,1,0.0,0.1794871794871795,0.0,0.15384615384615385,0.0,0.1794871794871795,0.0,0.2307692307692308,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.1282051282051282,0.07692307692307693,0.15384615384615385,0.05128205128205128,0.20512820512820512,0.05128205128205128,0.10256410256410256,0.0,0.07692307692307693,0.02564102564102564,0.02564102564102564,39,0.6923076923076923,trivia_iron,0.6397435897435895,0.18706158821835836,0.05000000000000005,0.5199999999999997,0.6499999999999996,0.75,1.0,0.7461538461538455,0.1635883052153755,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,1.0,-0.8670439889603676,-0.6684904839671236,-0.08008239827620668,2.7593587584392165,1.8434815825172843,0.3076923076923078,8,0,0.0,8,0,1,1
The Magna Carta was signed in Rome,0,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.1282051282051282,0.0,0.20512820512820512,0.0,0.10256410256410256,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.28205128205128205,0.0,0.20512820512820512,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.0,39,0.3333333333333333,trivia_rome,0.5748717948717955,0.180407022194869,0.20000000000000007,0.5,0.6000000000000003,0.7049999999999993,0.8999999999999994,0.7128205128205131,0.17944283238532238,0.5,0.5,0.6999999999999995,0.8999999999999994,1.0,0.7357112210170919,-0.22480777997183507,0.17213569321632244,3.098267169795208,0.8586301672156476,0.3333333333333335,0,6,0.0,0,6,0,0
The Nile River is more than double the length of the Volga,0,0.0,0.1794871794871795,0.0,0.2307692307692308,0.0,0.10256410256410256,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.0,0.28205128205128205,0.05128205128205128,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.15384615384615385,0.07692307692307693,0.02564102564102564,0.0,0.0,39,0.8461538461538461,trivia_nile,0.5848717948717949,0.1991940576538074,0.0,0.5,0.5599999999999999,0.7600000000000007,0.8999999999999994,0.6358974358974363,0.13666551462599932,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,-1.9964275152283049,-0.7511404912267741,0.6059555882409667,2.7557936184118828,2.3061231606493533,0.1538461538461539,4,5,6.0,5,5,1,1
The Rosetta Stone contains an Ancient Greek section,1,0.0,0.2307692307692308,0.0,0.20512820512820512,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.35897435897435903,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,39,0.6410256410256411,trivia_Rosetta,0.5430769230769232,0.16139447988593594,0.20000000000000007,0.5,0.5,0.6149999999999997,0.8999999999999994,0.6307692307692312,0.13983796290866565,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,0.15946057681653486,0.9359978375365748,2.917792179538932,1.0106952626540842,0.3589743589743591,1,9,0.0,0,9,1,1
The Rub' al Khali is the longest river in Saudi Arabia.,0,0.0,0.05128205128205128,0.0,0.20512820512820512,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.4871794871794872,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,39,0.5384615384615384,trivia_riverSA,0.5261538461538463,0.15678707291998867,0.010000000000000007,0.5,0.5,0.5700000000000002,0.95,0.5923076923076921,0.13452570755027768,0.5,0.5,0.5,0.6999999999999995,1.0,-0.16054535047329546,-0.4718352411368546,1.308990486662717,3.0036574295376264,1.7454799459497978,0.4615384615384615,0,14,18.0,0,15,1,1
The Russian Cyrillic alphabet contains 29 letters,0,0.0,0.2564102564102564,0.0,0.15384615384615385,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.02564102564102564,0.0,0.05128205128205128,0.0,0.38461538461538464,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,39,0.7631578947368421,trivia_russian,0.5310526315789478,0.15526419461042118,0.24000000000000016,0.5,0.5,0.6000000000000003,0.8999999999999994,0.5868421052631579,0.11191466979072484,0.5,0.5,0.5500000000000004,0.6000000000000003,0.8999999999999994,-1.2894363277159249,-0.003649029339196131,1.37134305582235,2.9145532641688576,0.9724818525839471,0.2368421052631577,0,5,9.0,0,5,1,1
The Sahara Desert has a greater area than USA,0,0.0,0.2564102564102564,0.0,0.20512820512820512,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.10256410256410256,0.0,0.3076923076923077,0.05128205128205128,0.1282051282051282,0.10256410256410256,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,39,0.4615384615384616,trivia_sahara,0.5233333333333333,0.18106895071292775,0.0,0.5,0.5,0.6299999999999999,0.8500000000000005,0.6897435897435893,0.15007870180056554,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.16054535047329546,-0.8813468168456967,0.4297994854156092,3.0821016574934847,1.410358183402692,0.4615384615384615,0,9,0.0,0,10,0,0
The White House was built before Big Ben,1,0.0,0.2307692307692308,0.0,0.10256410256410256,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.07692307692307693,0.05128205128205128,0.3076923076923077,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,39,0.41025641025641024,trivia_bigben,0.5615384615384614,0.19428056843455813,0.0,0.5,0.5,0.625,0.95,0.6538461538461535,0.15533690693415544,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,0.37966145557153785,-0.4137945691820967,0.6127007592147263,3.040611872336409,1.957754984194649,0.4102564102564105,0,7,16.0,1,7,0,0
The aorta is a vein,0,0.0,0.20512820512820512,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.1794871794871795,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.07692307692307693,0.0,0.1794871794871795,0.02564102564102564,0.1282051282051282,0.07692307692307693,0.1282051282051282,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,39,0.5897435897435898,trivia_aorta,0.6069230769230775,0.18685983835560646,0.30000000000000016,0.5,0.6000000000000003,0.7250000000000004,0.9699999999999994,0.7333333333333341,0.17065405655167962,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-0.37966145557153785,0.0981170975279766,0.11658556389397305,2.9249807155836733,0.7075372649435148,0.4102564102564105,15,15,16.0,12,15,1,1
The chemical symbol for Tin is Sn,1,0.0,0.1794871794871795,0.0,0.20512820512820512,0.0,0.1794871794871795,0.0,0.05128205128205128,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.35897435897435903,0.02564102564102564,0.2564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.1282051282051282,0.0,0.05128205128205128,0.0,0.0,39,0.6410256410256411,trivia_Tin,0.6079487179487183,0.1259109854155431,0.40000000000000013,0.5,0.6000000000000003,0.6649999999999994,0.8999999999999994,0.6717948717948722,0.1571936752924774,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-0.6117599486651409,0.8291387990397145,0.5807745080886296,2.7921622314486823,-0.15350673610956042,0.3589743589743591,0,0,0.0,0,9,1,1
The currency of Switzerland is the Euro,0,0.0,0.28205128205128205,0.0,0.1794871794871795,0.0,0.1794871794871795,0.0,0.20512820512820512,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.07692307692307693,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.1282051282051282,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.02564102564102564,0.0,0.0,39,0.6153846153846154,trivia_euro,0.5561538461538466,0.2361936692477436,0.0,0.47,0.6000000000000003,0.75,0.8999999999999994,0.7384615384615392,0.1479960607857426,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-0.493530090601077,-0.6347579126352655,0.16040846645499146,2.9894366500217915,1.1149966649009546,0.3846153846153849,12,0,15.0,0,0,0,1
The dot above an 'i' or 'j' is called a 'tittle',1,0.0,0.1794871794871795,0.0,0.20512820512820512,0.0,0.1282051282051282,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.35897435897435903,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,39,0.6410256410256411,trivia_dot,0.5399999999999995,0.17864990756696228,0.0,0.5,0.5,0.625,0.8999999999999994,0.6435897435897433,0.15007870180056554,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,-0.676955859295643,0.8193089781482213,2.9142688495712585,1.1600832623940318,0.3589743589743591,0,6,0.0,0,6,1,1
The island of Borneo is occupied by three countries,1,0.0,0.20512820512820512,0.0,0.10256410256410256,0.0,0.10256410256410256,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.41025641025641024,0.02564102564102564,0.1282051282051282,0.05128205128205128,0.1282051282051282,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,39,0.5128205128205128,trivia_Borneo,0.5402564102564104,0.1549445941633938,0.20000000000000007,0.5,0.5,0.625,1.0,0.5974358974358972,0.13857769906252196,0.5,0.5,0.5,0.6499999999999996,1.0,-0.05337410177873343,0.3188302964952446,1.5490276693688398,2.9894404636085774,1.3856125230094922,0.4871794871794869,0,10,0.0,0,9,1,1
The longest bone in the human body is the femur,1,0.0,0.2307692307692308,0.0,0.20512820512820512,0.0,0.05128205128205128,0.0,0.2564102564102564,0.0,0.1794871794871795,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.20512820512820512,0.05128205128205128,0.15384615384615385,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.1794871794871795,0.0,0.07692307692307693,0.05128205128205128,0.07692307692307693,39,0.9487179487179488,trivia_femur,0.6769230769230773,0.19143713886717964,0.10000000000000006,0.5100000000000002,0.6299999999999999,0.8000000000000005,1.0,0.7717948717948709,0.16693635400594714,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,1.0,-4.233256288953924,-0.35913505463399703,-0.02694677698319493,2.550527045508848,0.9075258827725312,0.051282051282051315,0,0,0.0,0,0,1,1
The point furthest from Earth's center is in Ecuador.,1,0.0,0.1282051282051282,0.0,0.15384615384615385,0.0,0.20512820512820512,0.0,0.1282051282051282,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.0,0.28205128205128205,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.1794871794871795,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.0,39,0.3076923076923077,trivia_ecuador,0.6182051282051286,0.19621244923849088,0.10000000000000006,0.5,0.6000000000000003,0.7899999999999994,0.95,0.7205128205128198,0.17498795023099695,0.5,0.5500000000000004,0.6999999999999995,0.8500000000000005,1.0,0.8670439889603676,-0.4277747757640887,0.13489428343275908,3.0646315832886595,1.2863623711531604,0.3076923076923078,0,4,12.0,0,4,0,0
There are 24 letters in the Greek alphabet,1,0.0,0.2307692307692308,0.0,0.1282051282051282,0.0,0.1282051282051282,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.38461538461538464,0.10256410256410256,0.1282051282051282,0.05128205128205128,0.0,0.0,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,39,0.7435897435897436,trivia_Greek,0.5494871794871797,0.1844900327923709,0.20000000000000007,0.5,0.5,0.6000000000000003,1.0,0.6230769230769229,0.14592993715720046,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.1608523362797605,0.5603826834340989,1.129084558873745,2.8913606675622012,1.09084436655688,0.2564102564102562,8,10,0.0,9,10,1,1
There are more 5 letter words than 12 letter words,0,0.0,0.05128205128205128,0.0,0.3333333333333333,0.0,0.07692307692307693,0.0,0.2564102564102564,0.0,0.1794871794871795,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.1282051282051282,0.0,0.07692307692307693,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.2307692307692308,0.0,0.20512820512820512,0.02564102564102564,0.02564102564102564,39,0.8461538461538461,trivia_letters,0.69025641025641,0.2057142522438547,0.20000000000000007,0.5500000000000004,0.75,0.8350000000000005,0.9799999999999998,0.7871794871794864,0.15757953243310305,0.5,0.6999999999999995,0.8000000000000005,0.8999999999999994,1.0,-1.9964275152283049,-0.8198085110313783,-0.2454601439341341,2.603370117375232,2.0746097890291915,0.1538461538461539,4,0,6.0,3,0,1,1
There are more countries in Africa than Asia,1,0.0,0.2307692307692308,0.0,0.3076923076923077,0.0,0.15384615384615385,0.0,0.2307692307692308,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.07692307692307693,0.1282051282051282,0.05128205128205128,0.15384615384615385,0.05128205128205128,0.20512820512820512,0.0,0.05128205128205128,0.0,0.0,39,0.8974358974358975,trivia_africa,0.6151282051282048,0.1856690858670167,0.010000000000000005,0.5,0.6499999999999996,0.7549999999999998,0.8999999999999994,0.7358974358974353,0.12873305608931404,0.5,0.6000000000000003,0.6999999999999995,0.8500000000000005,1.0,-2.7259636086606958,-1.0589553557193694,0.1349263916996056,2.6449073195503168,0.9916200167639291,0.10256410256410263,3,3,0.0,3,3,1,1
There are more native Japanese speakers than native French speakers,1,0.0,0.15384615384615385,0.0,0.28205128205128205,0.0,0.20512820512820512,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.2564102564102564,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.02564102564102564,39,0.5897435897435898,trivia_french,0.5599999999999997,0.19662949395941806,0.20000000000000007,0.4800000000000003,0.5500000000000004,0.7250000000000004,1.0,0.6871794871794875,0.13988620785159087,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,-0.3796614555715379,-0.11766925958379795,0.17917638965227198,2.9580525564780364,1.0265380347087878,0.4102564102564105,0,15,0.0,0,0,1,1
There are no single word anagrams of the word 'anagram',1,0.0,0.2564102564102564,0.0,0.2307692307692308,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.07692307692307693,0.05128205128205128,0.0,0.3333333333333333,0.0,0.10256410256410256,0.05128205128205128,0.1794871794871795,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,39,0.6410256410256411,trivia_anagram,0.5476923076923083,0.1934651000549488,0.0,0.5,0.5,0.6900000000000003,0.9899999999999998,0.6487179487179484,0.14303439938073573,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.6117599486651409,-0.34681040975127736,0.8802598418695231,2.8910371052874844,0.5952444749852761,0.3589743589743591,0,8,0.0,0,9,1,1
There is no German word meaning 'fluffy',0,0.0,0.20512820512820512,0.0,0.1282051282051282,0.0,0.1794871794871795,0.0,0.07692307692307693,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.3333333333333333,0.0,0.10256410256410256,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.0,0.02564102564102564,0.0,39,0.3076923076923077,trivia_fluffy,0.5610256410256407,0.19734814110834795,0.05000000000000003,0.5,0.5,0.6999999999999995,0.95,0.6307692307692312,0.13794324949402806,0.5,0.5,0.6000000000000003,0.75,0.8999999999999994,0.8670439889603676,-0.4727924840372018,0.6141736141026153,3.088333655323937,1.4086888150129009,0.3076923076923078,0,10,0.0,10,10,0,0
Transnistria is a disputed territory in Moldova,1,0.0,0.15384615384615385,0.0,0.1282051282051282,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0,0.5641025641025641,0.07692307692307693,0.1282051282051282,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,39,0.35897435897435903,trivia_moldova,0.5379487179487181,0.11133589498212604,0.30000000000000016,0.5,0.5,0.5949999999999998,0.8999999999999994,0.5666666666666665,0.10596258856520356,0.5,0.5,0.5,0.6000000000000003,0.8999999999999994,0.6117599486651398,0.9306025159942498,1.5646457977656714,3.0274535754473377,-1.0392462862701892,0.3589743589743591,6,8,14.0,3,9,0,0
Uranus is bigger than Saturn,0,0.0,0.28205128205128205,0.0,0.1794871794871795,0.0,0.20512820512820512,0.0,0.15384615384615385,0.0,0.10256410256410256,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.1282051282051282,0.0,0.1794871794871795,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.02564102564102564,39,0.35897435897435903,trivia_uranus,0.6330769230769233,0.2272044505465906,0.10000000000000006,0.5,0.66,0.8000000000000005,0.9899999999999998,0.7384615384615392,0.1497636464485652,0.5,0.6000000000000003,0.6999999999999995,0.8500000000000005,1.0,0.6117599486651398,-0.8026541612806317,0.23483192111212614,3.041830134231478,1.551261402274804,0.3589743589743591,0,8,0.0,0,7,0,0
Utah,1,0.0,0.060606060606060615,0.0,0.15151515151515152,0.0,0.15151515151515152,0.060606060606060615,0.0,0.0,0.4848484848484849,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060606060606060615,0.0,0.12121212121212123,0.0,0.09090909090909093,0.030303030303030307,0.30303030303030304,0.15151515151515152,0.15151515151515152,0.030303030303030307,0.030303030303030307,33,0.9393939393939394,state,0.7578787878787879,0.17008743295283416,0.10000000000000003,0.6999999999999996,0.8000000000000004,0.8500000000000004,1.0,0.8451515151515149,0.1744477216124005,0.5,0.6999999999999996,0.8500000000000004,1.0,1.0,-3.860756563245491,-2.002312427072205,-0.6882672280257541,2.505085689829272,3.662869261525912,0.06060606060606056,0,0,0.0,0,0,1,1
VJ Day occurred prior to VE Day,0,0.0,0.1282051282051282,0.0,0.15384615384615385,0.0,0.02564102564102564,0.0,0.10256410256410256,0.0,0.1282051282051282,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.3333333333333333,0.05128205128205128,0.15384615384615385,0.0,0.10256410256410256,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.05128205128205128,0.0,39,0.3333333333333333,trivia_vjday,0.5771794871794876,0.1842188160849216,0.16000000000000011,0.5,0.5100000000000002,0.6700000000000006,0.95,0.6564102564102567,0.1860883658159151,0.5,0.5,0.6000000000000003,0.75,1.0,0.7357112210170919,0.04781084024444265,0.8364010187534888,3.0579906393938185,2.3364020941468016,0.3333333333333335,1,9,0.0,1,9,0,0
Vermont,0,0.0,0.15151515151515152,0.0,0.09090909090909093,0.0,0.060606060606060615,0.0,0.09090909090909093,0.0,0.3333333333333333,0.0,0.0,0.0,0.030303030303030307,0.0,0.0,0.060606060606060615,0.030303030303030307,0.0,0.24242424242424246,0.030303030303030307,0.21212121212121213,0.030303030303030307,0.09090909090909093,0.030303030303030307,0.09090909090909093,0.09090909090909093,0.030303030303030307,0.0,0.030303030303030307,33,0.5454545454545454,state,0.6127272727272731,0.18142272334372694,0.2000000000000001,0.5,0.6000000000000001,0.75,0.9899999999999994,0.7533333333333336,0.2127008854393104,0.5,0.5,0.6999999999999996,1.0,1.0,-0.1913857674089199,-0.06470743154575474,0.032123610218674464,2.9357219665778405,0.9985513232272656,0.4545454545454546,5,0,15.0,12,0,0,1
