title,subject,actual_price,actual,own_price_bin,own,meta
1304,Tonebone (student),6000,0,1,0,0.05
sleepy land,Tonebone (student),65,0,1,0,0.05
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,Tonebone (student),8000,0,1,0,0.05
Mapping the Soul,Tonebone (student),35,0,0,0,0.05
Bobs World,Tonebone (student),822400,1,1,0,0.05
Recompensa,Tonebone (student),980,0,0,0,0
High Society,Tonebone (student),968000,1,1,0,0
Jasmine,Tonebone (student),4200,0,1,0,0
A Question of Balance,Tonebone (student),950,0,2,1,0.05
Panic,Tonebone (student),75,0,1,0,0.01
under the sun,Tonebone (student),4800,0,1,0,0.05
abstract66,Tonebone (student),7500,0,3,1,0.1
White line melody,Tonebone (student),850,0,3,1,0.05
Lavender Mist,Tonebone (student),420000,1,3,1,0.05
Figure 4,Tonebone (student),17400000,1,2,1,0.05
Sharp Angle,Tonebone (student),350,0,1,0,0.1
Colorado River,Tonebone (student),192000,1,0,0,0.01
structure I,Tonebone (student),50,0,0,0,0.01
Self-Portrait as Goofy-Foot,Tonebone (student),744000,1,1,0,0.1
tree of life,Tonebone (student),9000,0,1,0,0.2
Flannan,Tonebone (student),936000,1,1,0,0.01
Calvary,Tonebone (student),850,0,1,0,0.05
RED CHANGER,Tonebone (student),9100,0,1,0,0.05
Samurai,Tonebone (student),85,0,2,1,0.1
Standing Male Nude in the Shower,Tonebone (student),1160000,1,2,1,0.2
Folly,Tonebone (student),1200,0,2,1,0.05
a place,Tonebone (student),60,0,1,0,0.01
Nude Aqua,Tonebone (student),70,0,1,0,0.5
Bruce Bernard,Tonebone (student),119556,1,2,1,0.6
Yellow spin,Tonebone (student),6000,0,1,0,0.05
The still life with the flowers,Tonebone (student),650,0,3,1,0.2
dance in the living room,Tonebone (student),8000,0,2,1,0.4
Birdie View II,Tonebone (student),1625,0,2,1,0.5
Rhythmic Structure,Tonebone (student),4500,0,1,0,0.01
Dilusion,Tonebone (student),750,0,2,1,0.3
On The Couch,jwkim,700,0,1,0,0
conversation with spoonbill,jwkim,50,0,0,0,0
Nu debout,jwkim,689600,1,0,0,0
ramana,jwkim,9600,0,0,0,0
Captives,jwkim,779200,1,1,0,0
Intruder,jwkim,20,0,2,1,0.55
Midsummer Night,jwkim,650,0,1,0,0.1
Waiting for the rain,jwkim,100,0,0,0,0.01
Flor,jwkim,800,0,1,0,0
Red Irises,jwkim,2500,0,2,1,0.4
celestial,jwkim,1900,0,2,1,0.3
Amazing land,jwkim,89,0,1,0,0.05
Lotus Rising,jwkim,14400,0,1,0,0.1
Mandala No3,jwkim,1500,0,0,0,0.05
Quality Material,jwkim,4408000,1,2,1,0.2
It is my thing this Evening,jwkim,4500,0,1,0,0.05
Untitled - P137,jwkim,1810276,1,2,1,0.05
Canada Two Toronto,jwkim,8550,0,2,1,0.05
Night,jwkim,1384000,1,1,0,0.05
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",jwkim,240000,1,1,0,0.02
Head and Bottle,jwkim,6536000,1,0,0,0
Keep Me Safe,jwkim,119556,1,0,0,0
Mouth #2,jwkim,2168000,1,0,0,0
M-39,jwkim,96000,1,0,0,0
Armenian Question,jwkim,288000,1,0,0,0
Lip-biter,jwkim,384000,1,0,0,0.05
Elemental 11,jwkim,675,0,0,0,0
Interval Series apolyo,jwkim,9000,0,0,0,0
Galloping Horse Blur,jwkim,1200,0,1,0,0.05
Squirrel Hole,jwkim,85,0,1,0,0.1
Red Scarf,jwkim,54000,1,1,0,0.05
Prelude,jwkim,7500,0,1,0,0.05
Asleep,jwkim,2500,0,1,0,0.1
muse 18,jwkim,3750,0,1,0,0.05
scarlet,jwkim,4000,0,1,0,0.1
Sinking Ship,jwkim,902564,1,1,0,0.05
The town sonnets,jwkim,950,0,1,0,0.1
The girl in red,jwkim,950,0,1,0,0.1
Hotel Window,jwkim,26896000,1,2,1,0.1
Botticelli e Filippino,jwkim,7000,0,2,1,0.3
Ericksons,jwkim,10344000,1,1,0,0.15
BLUE SELLY 2,jwkim,3200,0,2,1,0.1
Censorship,jwkim,7500,0,2,1,0.1
You are beautiful,jwkim,2800,0,1,0,0.1
Portrait of the Artist and His Friends,jwkim,2618925,1,1,0,0.02
HOW MUCH,jwkim,25,0,1,0,0.05
Chorus,jwkim,4800,0,1,0,0.1
Tender Nurse,jwkim,2256000,1,1,0,0.1
Morning,jwkim,1100,0,2,1,0.1
Moth,jwkim,747825,1,1,0,0.05
Green Dress In Blue Space,jwkim,4500,0,2,1,0.05
Falling Figure with Bird,jwkim,1248000,1,1,0,0.05
Those Who Are Here Again,jwkim,824000,1,1,0,0.05
Camel Driver,jwkim,4500,0,2,1,0.2
Portrait-2,jwkim,950,0,1,0,0
1304,jwkim,6000,0,1,0,0.1
sleepy land,jwkim,65,0,2,1,0.4
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,jwkim,8000,0,1,0,0.1
Mapping the Soul,jwkim,35,0,1,0,0.2
Bobs World,jwkim,822400,1,2,1,0.2
Recompensa,jwkim,980,0,1,0,0
High Society,jwkim,968000,1,1,0,0
Jasmine,jwkim,4200,0,1,0,0.05
A Question of Balance,jwkim,950,0,2,1,0.1
Panic,jwkim,75,0,2,1,0.5
under the sun,jwkim,4800,0,1,0,0.05
abstract66,jwkim,7500,0,2,1,0.2
White line melody,jwkim,850,0,2,1,0.7
Lavender Mist,jwkim,420000,1,2,1,0.7
Figure 4,jwkim,17400000,1,2,1,0.5
Sharp Angle,jwkim,350,0,0,0,0.05
Colorado River,jwkim,192000,1,1,0,0.05
structure I,jwkim,50,0,2,1,0.2
Self-Portrait as Goofy-Foot,jwkim,744000,1,2,1,0.1
tree of life,jwkim,9000,0,2,1,0.1
Flannan,jwkim,936000,1,1,0,0.1
Calvary,jwkim,850,0,0,0,0
RED CHANGER,jwkim,9100,0,0,0,0.15
Samurai,jwkim,85,0,1,0,0.1
Standing Male Nude in the Shower,jwkim,1160000,1,0,0,0.05
Folly,jwkim,1200,0,0,0,0
a place,jwkim,60,0,2,1,0.1
Nude Aqua,jwkim,70,0,0,0,0
Bruce Bernard,jwkim,119556,1,2,1,0.1
Yellow spin,jwkim,6000,0,2,1,0.3
The still life with the flowers,jwkim,650,0,1,0,0
dance in the living room,jwkim,8000,0,2,1,0.1
Birdie View II,jwkim,1625,0,1,0,0.02
Rhythmic Structure,jwkim,4500,0,2,1,0.35
Dilusion,jwkim,750,0,2,1,0.5
