state,expt city,subject,meta,own,actual
Kentucky,Louisville,106L151,0.75,0,0
Kentucky,Louisville,60x03x1,0.5,0,0
Kentucky,Louisville,99tfix1,0.4,1,0
Kentucky,Louisville,72g2b1,0.6,1,0
Kentucky,Louisville,58xob1,0.5,1,0
Kentucky,Louisville,55xwx1,0.7,1,0
Kentucky,Louisville,123y2x1,0.3,0,0
Kentucky,Louisville,109m181,0.5,1,0
Kentucky,Louisville,122vzx1,0.9,0,0
Kentucky,Louisville,95dvx1,0.7,1,0
Kentucky,Louisville,71v2x1,0.5,1,0
Louisiana,New_Orleans,82pk5x1,0.8,0,0
Louisiana,New_Orleans,93gb021,0.9,1,0
Louisiana,New_Orleans,80pf3x1,0.5,1,0
Louisiana,New_Orleans,78mt2x1,0.4,0,0
Louisiana,New_Orleans,772h2x1,1,1,0
Louisiana,New_Orleans,100hx091,0.8,1,0
Louisiana,New_Orleans,83er6x1,0.6,0,0
Louisiana,New_Orleans,107fk0x1,0.5,0,0
Louisiana,New_Orleans,65mlx1,0.9,1,0
Louisiana,New_Orleans,85jr8x1,0.1,0,0
Louisiana,New_Orleans,76m2x1,0.95,1,0
